IDLavorazione,IDArticolo,IDParam,Tipo_Param,Attrezzi_Param,Impostazione_Param,Param1,Param2,Param3,OP,DOC,DUM,Param4,Param5,Param6,Param7,Param8,Param9
PIE,121511,326,121511,14 88°,T8 90°,,,Due stazioni: 100 e 25 selezionati,CARLO,08/11/2021 08:16:25,08/11/2021 08:17:25,,,,,,
PIE,LM-16106_01,332,LM-16106_01,ROLLERIPS134.30,T8,NO,100,"2 stazioni 230 e 100,punzone girato",JARRI,08/11/2021 14:04:21,08/11/2021 14:28:08,,,,,,
PIE,1205N0482,335,1205N0482,1995,V.32 45°,,100,,OSCAR P,09/11/2021 09:28:30,09/11/2021 09:29:07,,,,,,
PIE,OV317726,337,0V317726,1995,60X60 CAVA 16,NO,100,FARE UNA PIEGA AD L,DANIELE,09/11/2021 17:07:55,09/11/2021 17:09:00,,,,,,
PIE,FNX0255427,338,FNX0255427,1995,60X60 CAVA 16,NO,100,FARE NUMERO 3 PIEGHE UNA AD L L ALTRE A 2 A GRADI 165 GRADI,DANIELE,09/11/2021 17:22:32,09/11/2021 17:24:20,,,,,,
PIE,1214L1114,339,121L1114,S1995,T12,NO,100,FARE NUMERO 4 PIEGHE A 90,DANIELE,10/11/2021 09:05:58,10/11/2021 09:06:50,,,,,,
PIE,OV311852,340,OV311852,1995,T12,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,10/11/2021 10:48:01,10/11/2021 10:48:39,,,,,,
PIE,OV309320,341,OV309320,S1995,T12,NO,100,FARE UNA PIEGA AD L,DANIELE,10/11/2021 11:53:18,10/11/2021 11:54:12,,,,,,
PIE,OV310924,342,OV310924,S1995,T12,NO,100,FARE UNA PIEGA AD L,DANIELE,10/11/2021 12:06:35,10/11/2021 12:07:21,,,,,,
PIE,REGGIPIANO_30,343,REGGIPIANO-30,DL 46,T 10,NO,100,FARE NUMERO 4 PIEGHE A 90LA PRIMA ROVESCIATA E LE ALTRE 3 TUTTE AVANTI,DANIELE,10/11/2021 15:06:54,10/11/2021 15:07:59,,,,,,
PIE,FNX2281697,347,FNX2281697,S1995,T8 90°,NO,100,FAE NUMERO 4 PIEGHE PROGRAMMA SALVATO PIEGA DANIELE,DANIELE,11/11/2021 09:41:30,11/11/2021 09:42:43,,,,,,
PIE,50014973,350,50014973,14 90°,T 10,NO,100,FARE UNA PIEGA AD L,DANIELE,11/11/2021 11:12:16,11/11/2021 11:12:57,,,,,,
PIE,20750232,351,20750232,1995,cava da v 32,NO,100,FARE UNA PIEGA A 70 °,DANIELE,11/11/2021 14:17:44,11/11/2021 14:19:11,,,,,,
PIE,FNY8381051,357,FNY8381051,1995,230.1094,NO,100,FARE UNA PIEGA AD L MATRICE SELEZIONATA,DANIELE,12/11/2021 09:15:31,12/11/2021 09:16:31,,,,,,
PIE,1214N0419,359,12140419,1995,60X60 CAVA 16,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,12/11/2021 10:43:23,12/11/2021 10:44:20,,,,,,
PIE,FNZ0150120,360,FNZ01500120,1995,T12,NO,100,0FARE NUMERO 2 PIEGHE A150° GRADI SCRIVERE 145°,DANIELE,12/11/2021 13:12:30,12/11/2021 13:14:27,,,,,,
PIE,1206K0538,361,1206K0538,1995,T12 90°,NO,100,FARE UNA PIEFGA AD L,DANIELE,12/11/2021 13:39:16,12/11/2021 13:40:02,,,,,,
PIE,FNY8156174,363,FNY8156174,1995,T12,NO,100,"FARE NUM,ERO 2 PIEGHE UNA A GRADI E L ALTRA A NOVANTA",DANIELE,15/11/2021 11:51:14,15/11/2021 11:52:21,,,,,,
PIE,FNY8533916,364,FNY8533916,1995,T12,NO,100,FARE NUMERO UNA PIEGA AD L,DANIELE,15/11/2021 11:54:00,15/11/2021 11:54:59,,,,,,
PIE,OV311055,369,OV311055,14 88°,T12,NO,100,controllare con dima che ha Jarri,JARRI,16/11/2021 13:58:04,16/11/2021 13:58:46,,,,,,
PIE,FNX0250003_01,370,FNX0250003,1995,60X60 CAVA 50,NO,100,FARE UNA PIEGA AD L,DANIELE,16/11/2021 15:18:15,16/11/2021 15:19:05,,,,,,
PIE,201391AA,372,IN201391,14 88°,T12,NO,100,FARE UNA PIEGA AD L,DANIELE,18/11/2021 13:37:29,18/11/2021 13:38:04,,,,,,
PIE,201390AA,373,IN201390,14 88°,T12 90°,NO,100,FARE UNA PIEGA AD L,DANIELE,18/11/2021 13:38:23,18/11/2021 13:38:59,,,,,,
PIE,FNX0259100,374,FNX0259100,1995,t10,NO,100,FARE UNA PIEGA AD L,DANIELE,18/11/2021 15:12:36,18/11/2021 15:14:21,,,,,,
PIE,LM930528_PAN,378,LM930528,punzone 10.175,T8,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,19/11/2021 11:37:45,19/11/2021 11:38:34,,,,,,
PIE,1205N0890,379,1205N0890,1995,60X60 CAVA 22,NO,100,FARE UNA PIEGA AD L,DANIELE,22/11/2021 09:18:33,22/11/2021 09:19:31,,,,,,
PIE,1214L0800,380,1214L0800,1995,60X60 CAVA 50,NO,100,FARE UNA PIEFGA AD L,DANIELE,22/11/2021 10:44:15,22/11/2021 10:44:55,,,,,,
PIE,1314L0123,381,131L0123,1995,60X60 CAVA 50,NO,100,FARE UNA PIEGA AD L,DANIELE,22/11/2021 11:41:57,22/11/2021 11:42:39,,,,,,
PIE,4C002185A,383,4C002185A,1995,60X60 CAVA 35,NO,100,FARE NUMERO 2 PIEGHE,DANIELE,23/11/2021 08:46:49,23/11/2021 08:47:34,,,,,,
PIE,1205E0338,384,1205E0338,1995,60X60 CAVA 50,NO,100,FARE UNA PIEGA AD L,DANIELE,23/11/2021 08:48:05,23/11/2021 08:49:06,,,,,,
PIE,FNY8582696,385,FNY8582696,1995,60X60 CAVA 50,NO,100,FARE UNA PIEGA AD L,DANIELE,23/11/2021 08:49:30,23/11/2021 08:50:13,,,,,,
PIE,1205N0801,386,1205n0801,1995,60X60 CAVA 35,NO,100,fare numero 3 pieghe programma saalvato nella piega di Daniele,DANIELE,23/11/2021 08:57:08,23/11/2021 10:42:38,,,,,,
PIE,OV311171,390,OV311171,PUNZONE 16 VECCHIO,v10,NO,100,FARE 3 PIEGHE,DANIELE,30/11/2021 09:20:13,30/11/2021 09:21:37,,,,,,
PIE,FNX2282960,391,FNX2282960,ROLLERIPS134.30,T.10 35°,,,"attenzione al verso di piega.centroforo uno a 27,5 e uno a 29",JARRI,02/12/2021 10:02:09,02/12/2021 10:03:37,,,,,,
PIE,20750361,398,20750361(piede staffa emergenza),spillo 104,V25,NO,100,ripassare piega da 91mm inizialmente piegata a 90 gradi a 60,JARRI,03/12/2021 11:31:07,03/12/2021 11:35:09,,,,,,
PIE,12956,403,12956,coltello 14 88,cava t8,NO,100,dividere in 2 stazioni prima135sopra200soto la seconda intermedio tagto con sopra scarp dx e 150 sot,DANIELE,06/12/2021 10:24:54,06/12/2021 10:27:51,,,,,,
PIE,FNZ0201677,408,FNZ0201677,S1995,X35,NO,NO,"3 stazioni: scarpette e frazionati da 50 per le alette e la chiusura, 40mm selezionai per piega 30mm",CARLO,07/12/2021 09:11:01,07/12/2021 09:14:56,,,,,,
PIE,FNX0259417,414,FNX0259417,,V25,NO,100,fare attenzione all'asola perché slabbra,JARRI,09/12/2021 12:06:08,09/12/2021 12:07:25,,,,,,
PIE,OV307710,425,OV307710,14 90°,T12,SI,100,FARE NUMERO 2 PIEGHE,DANIELE,22/12/2021 12:24:56,22/12/2021 12:26:07,,,,,,
PIE,5LAMMC095,426,5LAMMC095,14 88gradi,T8 90°,,,"2 stazioni 115 e 20,vedi prog. Jarri",JARRI,23/12/2021 10:06:14,23/12/2021 10:07:11,,,,,,
PIE,FNZ0202352,427,FNZ0202352,p.145.85.r08,60X60 CAVA 16,NO,100,"2 stazioni,100 e 25 con punzoni girati",JARRI,04/01/2022 15:10:33,04/01/2022 15:12:05,,,,,,
PIE,OV307084,429,OV307084,14,T12,,doppio,usare 14 sezionato da 255 di Daniele,JARRI,18/01/2022 09:50:42,18/01/2022 09:51:30,,,,,,
PIE,OV327426,430,OV327426,,,,,togliere bulloni del sopralzo per consentire piega da 61,JARRI,18/01/2022 11:46:31,18/01/2022 11:47:58,,,,,,
PIE,1208A2742,433,128A2742,1995,T 10,NO,100,FARE NUM 3 PIEGHE progR salvato nella piega di Daniele USARE SQUADRO PUNZ LUNG 370 INTERM 2,DANIELE,28/01/2022 09:52:17,28/01/2022 09:55:14,,,,,,
PIE,OV320702,439,0vV320702,14 88°,t10,,100,FARE N 2 PIEGHE,DANIELE,07/02/2022 08:48:40,07/02/2022 08:49:29,,,,,,
PIE,40005157_03,443,kappa-gradi,PS.134.30.R0.8,T.10 35°,,,programma macchina Jarri,JARRI,18/02/2022 11:20:35,18/02/2022 11:23:13,,,,,,
PIE,FNY8582671_01,444,FNY8582671,14,T12,,doppio,larghezza punzone 730(altrimenti non passa)con scarpette,JARRI,19/02/2022 08:39:23,19/02/2022 08:41:04,,,,,,
PIE,FNX2286513,446,FNX2286513,1995,T10 90°,,100,,OSCAR P,24/02/2022 09:37:48,24/02/2022 09:38:34,,,,,,
PIE,FNX2286012_02,455,FNX2286012,14 e r10,12 e 25v,,,usare 14 normale anche per ultima piega con scarpette per dx e sx,JARRI,03/03/2022 13:42:53,03/03/2022 13:46:02,,,,,,
PIE,OV301320,461,OV301320,1995,T.10 35°,,100,,OSCAR P,09/03/2022 08:10:22,09/03/2022 08:10:47,,,,,,
PIE,621899,465,621899,14 88°,cava t8,NO,100,fare in 2 stazioni pruma lungh 150 seconda lungh 270,DANIELE,15/03/2022 11:36:13,15/03/2022 11:37:32,,,,,,
PIE,9210-0169_01,466,9210-0169_01,14 88°,T 10,NO,100,progr salvato piega daniele fare 2 stazioni 1 lungh 835 (punz matr)2 lungh 150(punz 150 matric 370),DANIELE,17/03/2022 09:00:56,17/03/2022 09:05:53,,,,,,
PIE,LM-19310,467,LM-19310,14 90°,cava t8(usare in alternativa il t8 alto per chiudere tutte a 90 senza ripassare),,,"2 passaggi,programmi Jarri,usare intermedio tagliato per passare meglio nelle testate",JARRI,18/03/2022 12:07:00,18/03/2025 12:40:42,,,,,,
PIE,FNX2286339_01,468,FNX2286339_01,PS.134.30.R0.8 girato,cava t8 t10,,,"2 passaggi,prima selezionare per linguette con t8 poi t10(programma Reactiva identico fnx2286342)",JARRI,24/03/2022 09:11:00,24/03/2022 09:14:54,,,,,,
PIE,FNX2286342_01,469,FNX2286342_01,PS.134.30.R0.8 girato,T8 e t10,,,"2 passaggi,prima selezionare per linguette con t8 poi t10(salvato in Reactiva e hfb s100)",JARRI,24/03/2022 09:15:15,03/05/2022 10:02:27,,,,,,
PIE,FNY8151381,472,FNY8151381,PS.134.30.R0.8 girato,t10,NO,100,FARE N4 PIEGHE USARE INTERMEDIO PARTICOLARE,DANIELE,25/03/2022 11:15:28,25/03/2022 11:16:35,,,,,,
PIE,PP311002,473,,spillo 104 girato,T12 poi T.10 35°,,,fare le pieghe a 90° poi chiudere con la cava a 35°,JARRI,31/03/2022 08:09:58,31/03/2022 08:12:10,,,,,,
PIE,OV328643,474,,,T20 88°,,,"fare piega prima 110° (69,5) poi ripassarla",JARRI,01/04/2022 07:39:01,01/04/2022 07:42:41,,,,,,
PIE,1214L1184,475,1214L1184,,usare cava speciale da 22,,,per programma:matrice da 22 ma per fare a 90° bisogna darne 102°,JARRI,07/04/2022 09:19:31,07/04/2022 09:22:44,,,,,,
PIE,FNX0256956,476,FNX0256956,@r.175.85.R08,v 35,,,per evitare collisione con intermedio lasciare spazio estremità del coltello,JARRI,08/04/2022 09:19:57,08/04/2022 09:22:59,,,,,,
PIE,FNZ0050806_01,477,fnz0050806,DL 46,60X60 CAVA 35,NO,100,intermedio girato,DANIELE,08/04/2022 11:04:18,08/04/2022 11:05:13,,,,,,
PIE,LM-3197_03,478,,diametro 25(quello con la scritta Fom in testa),60X60 CAVA 35,,,"porre il piastrino al centro della cava senza battuta,programma Jarri",JARRI,13/04/2022 08:46:14,13/04/2022 08:48:36,,,,,,
PIE,1314L0093,479,1314L0093,S1995,60X60 CAVA 50,NO,100,FARE UNA PIEGA AD L,DANIELE,27/04/2022 11:03:32,27/04/2022 11:04:19,,,,,,
PIE,FNX0250465,480,FNX0250465,1995,T 20,NO,100,"FARE UNA QUOTA DA 33.4 E L ALTRA DA 25,3",DANIELE,03/05/2022 09:19:17,03/05/2022 09:20:47,,,,,,
PIE,FNAP100024,481,FNAP100024,ROLLERIPS134.30,T8 90°,,,progrsamma salvato da Jarri,JARRI,26/05/2022 15:20:16,26/05/2022 15:21:10,,,,,,
PIE,1211A0038,482,,ROLLERIPS134.30,CAVA X DA 16 e T12,,,fare la prima piega con la 16 a metà(quota 34.2)poi con il T12 le 2 alette,JARRI,03/06/2022 09:45:26,03/06/2022 09:47:13,,,,,,
PIE,121350,483,121350,punzone 10.175,cava t8,NO,100,fare una piega a coniare,DANIELE,08/06/2022 08:16:29,08/06/2022 08:17:05,,,,,,
PIE,FNY8531589,484,FNY8531589,p.145.85.r08 g,60X60 CAVA 35 da 240,,,vedi prog. Jarri,OSCAR P,09/06/2022 10:38:24,03/05/2023 12:18:55,,,,,,
PIE,LM-16107_01,485,LM-16107_01,ROLLERIPS134.30,cava t8,,,"2 stazioni:punzone da 340 e 100,matrice da 835 prog.jarri",JARRI,15/06/2022 13:40:06,15/06/2022 14:48:30,,,,,,
PIE,FNZ0100249,486,FNZ0100249,ROLLERIPS134.30,60X60 CAVA 35,,,"attenzione misura interna (213)con tolleranza + 0,5.lasciare pieghe aperte di ca 1 grado.prog jarri",JARRI,20/06/2022 14:03:02,20/06/2022 14:05:20,,,,,,
PIE,OV311232,487,OV311232,PS.134.30.R0.8,t 12 e v10,,,fare prima aletta con cava da 12 poi le restanti con v10,JARRI,30/06/2022 07:20:58,30/06/2022 07:22:19,,,,,,
PIE,CCM48S09034,488,ccm48s09034,p.145.85.r08,T12,NO,100,"intermedio girato x a 38,1 tutte e2",DANIELE,20/07/2022 11:33:48,20/07/2022 11:35:24,,,,,,
PIE,OV311331,489,OV311331,14,T 10,NO,100,intermedi dentro il  coltello(370+125)primi 2 passi a coniare il terzo a gradi,DANIELE,01/08/2022 14:44:42,01/08/2022 14:46:52,,,,,,
PIE,9011038250,490,Staff-Ice,Utensile Z da 2 150°,Utensile Z da 2 150°,NO,100,Primo passaggio con utensile Z da 2 a 150° - chiusura con cava da 12 e spillo,CARLO,30/08/2022 08:51:46,30/08/2022 08:53:48,,,,,,
PIE,9210-0409,491,9210-0409,PS.134.30.R0.8,T6 35°,,100,,OSCAR P,31/08/2022 11:26:50,31/08/2022 11:27:53,,,,,,
PIE,FNY8800327,492,FNY8800327,14 88gradi,T12 90°,,100,,OSCAR P,31/08/2022 12:09:11,31/08/2022 12:09:49,,,,,,
PIE,5LAMMC104,493,5LAMMC104,PS.134.30.R0.8,T8 90°,,100,,OSCAR P,02/09/2022 11:51:17,02/09/2022 11:51:51,,,,,,
PIE,IN204187,494,,ROLLERIPS134.30,v10,,doppio,usare intermedi frazionati,JARRI,16/09/2022 09:01:09,16/09/2022 09:02:49,,,,,,
PIE,OV325420,495,usare stesso prog.del OV322152,ROLLERIPS134.30,x22,,,lasciare buco come nel OV322152 in più togliere ganascia dietro,JARRI,30/09/2022 13:26:15,25/09/2024 08:43:36,,,,,,
PIE,FNX0207306,496,FNX0207306,14,T12,,100,FARE NUMERO 3 PIEGHE A CONIARE,DANIELE,07/10/2022 09:00:04,07/10/2022 09:00:54,,,,,,
PIE,OV311942,497,,R10,X35,,,,JARRI,12/10/2022 09:35:33,12/10/2022 09:35:54,,,,,,
PIE,IN-26595,498,IN-26595,14 88° girato,T12 90°,,100,Togliere un intermedio per scaricare materiale.,OSCAR P,12/10/2022 09:53:53,12/10/2022 09:59:23,,,,,,
PIE,FNY8382533_01,499,FNY8382533,PS.134.30.R0.8,T25 60°,,100,,OSCAR P,12/10/2022 10:05:58,12/10/2022 10:06:33,,,,,,
PIE,FNX0257561,500,,ROLLERIPS134.30,cava t8,,,"fare con cav da 8 anche se da spessore 1,5mm.",JARRI,12/10/2022 10:54:45,12/10/2022 10:56:36,,,,,,
PIE,FNY8533157,501,FNY8533157,PS.134.30.R0.8,60X60 CAVA 35,,100,,OSCAR P,12/10/2022 10:58:10,12/10/2022 10:58:37,,,,,,
PIE,FNY8534152,502,FNY8534152,PS.134.30.R0.8,T25 60°,,100,,OSCAR P,12/10/2022 11:06:42,12/10/2022 11:14:14,,,,,,
PIE,50015058,503,50015058,@r.175.85.R08 girato,60X60 CAVA 35,,100,,OSCAR P,12/10/2022 11:17:57,12/10/2022 11:20:25,,,,,,
PIE,OV322178,504,,,,,,ricordarsi di non schiacciare completamente la piega.lasciare buco per scolo acqua,JARRI,12/10/2022 12:41:51,12/10/2022 12:42:47,,,,,,
PIE,50016612,505,50016612,PS.134.30.R0.8,60X60 CAVA 35,,100,,OSCAR P,12/10/2022 12:47:52,12/10/2022 12:48:21,,,,,,
PIE,FNX2286106_02,508,,14 a coniare poi 14 speciale raggiato,12 e 25v,,,"fare per tutte i modelli lo stesso passaggio,prime pieghe a coniare poi 14 speciale raggiato",JARRI,26/10/2022 09:59:47,26/10/2022 10:01:37,,,,,,
PIE,FNX2285732_02,509,,,,,,"fare per tutti i modelli,prime pieghe a coniare poi 14 speciale raggiato",JARRI,26/10/2022 10:01:58,26/10/2022 10:02:58,,,,,,
PIE,FNX020B222,510,FNX020B222,Z mm.3,Z mm.3,,100,,OSCAR P,27/10/2022 15:55:19,27/10/2022 15:55:50,,,,,,
PIE,FNX0252443,511,,ROLLERIPS134.30,V25,,,"girare coltello,piega chiusa a 60^ meno 5 per angolo 50 gradi",JARRI,28/10/2022 10:54:21,28/10/2022 10:56:11,,,,,,
PIE,1214A1247,512,1214A1247,p.145.85.r08,cava t8,,,Punzone da 100 dritto mentre il 50 girato(scarpetta per dx e per sx differenti),JARRI,31/10/2022 12:25:56,31/10/2022 12:28:18,,,,,,
PIE,IV201098_01,521,vedi annotazioni disegno jarri(no programma),,,,,"2 stazioni e doppio intermedio,ripassare piega a gradi.aumentare 0,5 le alette 22,6 e 13,6",JARRI,20/01/2023 10:42:01,03/07/2024 14:28:12,,,,,,
PIE,OV329985,522,,,,,,,MARCO,23/01/2023 12:23:54,23/01/2023 12:24:20,,,,,,
PIE,FNX2282487,523,vedi jarri,14 90° girato,T 10,,doppio,"2 stazioni,punzoni da 370 girato e 90 con intermedi tagliati per far la testata",JARRI,24/01/2023 12:08:53,04/07/2023 12:06:59,,,,,,
PIE,FNX0256865,524,FNX0256865,PS.134.30.R0.8,60X60 CAVA 22,,,,OSCAR P,24/01/2023 13:55:51,24/01/2023 13:56:46,,,,,,
PIE,05L0275691L_01,525,,,,,,provare su dima Jarri,JARRI,25/01/2023 11:01:06,25/01/2023 11:01:17,,,,,,
PIE,204708AA,526,VICI_204708AA,PS.134.30.R0.8,T 10,,,Coltello selezionato lunghezza 600 - Intermedi in linea con coltello,CARLO,02/02/2023 11:37:25,02/02/2023 11:40:53,,,,,,
PIE,204708AB,527,VICI_204708AB,PS.134.30.R0.8,T 10,,,Coltello selezionato lunghezza 510 - Intermedi  e cava  (sinistra) in linea con coltello,CARLO,02/02/2023 11:42:01,02/02/2023 11:43:19,,,,,,
PIE,202496AB,528,VICI_202496AB,spillo 104,T 10,,,"770 selezionato, con frazionato da 10 adattabile per lato con scanso a gradi - 935 per ultima piega",CARLO,03/02/2023 11:09:53,03/02/2023 11:12:42,,,,,,
PIE,202496AA,529,VICI_202496AA,spillo 104,T 10,,,stazione l 510  cava selezionata - stazione 250 ---- partire dalla 2° piega del programma,CARLO,04/02/2023 07:52:15,04/02/2023 07:53:49,,,,,,
PIE,FNX2286013_01,530,,14 88°, T12,,,per questo modello ed il fratello(fnx2286012) utilizzare nelle ultime pieghe il 14 normale a 88 grad,JARRI,13/02/2023 12:30:07,13/02/2023 12:31:59,,,,,,
PIE,IN201798_03,531,,,,,,provare direttamente sulla parte principale.dopo la calandratura piegare e spianare alette,JARRI,15/02/2023 08:20:23,15/02/2023 08:22:42,,,,,,
PIE,FNX0255157,532,BS-FNX0255157 - piega JARRY,spillo 104 girato,v6 85°,,,due stazioni: spillo 40mm - spillo 50mm su cava buco per far scaricare materiale raggiato- 2x 835,CARLO,09/03/2023 12:09:44,09/03/2023 12:13:17,,,,,,
PIE,FNY8153440_13,533,FNY8153440_13 - piega jarry,PS.134.30.R0.8,T 10,,,due stazioni - 835 e 370 per piega a gradi----fare prima piega schiaccia,CARLO,16/03/2023 09:06:24,16/03/2023 09:07:19,,,,,,
PIE,OV313654,534,FOM RULLO KEOPE,spillo 104 girato,T12,,,SCRIVERE NOTE PER EVITARE DEFORMAZIONE PEZZO- - -PROGRAMMA 2 MACCHINA JARRY E' PER RIPASSO?,JARRI,23/03/2023 09:58:44,19/01/2024 08:08:29,,,,,,
PIE,T0062836,535,,ROLLERIPS134.30,12 e 25v,SI,,"fare le2 pieghe poi ripassare alla piegaschiaccia con misura 22,40 per ottenere la piega a 70gradi",JARRI,13/06/2023 12:56:23,13/06/2023 12:57:45,,,,,,
PIE,FNY8584315,536,,PS.134.30.R0.8 girato e 145.85.R08 girato,V25 e x16,,,fare prima V25 chiuse a gradi poi con il collo di cigno e la 16(altrimenti slabbra)le altre pieghe,JARRI,26/06/2023 12:34:44,26/06/2023 12:39:15,,,,,,
PIE,FNY8584325,537,,PS.134.30.R0.8 girato e 145.85.R08 girato,V25 e x16,,,fare prima V25 chiuse a gradi poi con il collo di cigno e la 16(altrimenti slabbra)le altre pieghe,JARRI,26/06/2023 12:39:36,26/06/2023 12:40:57,,,,,,
PIE,PP311000,539,,,,,,per le pieghe raggiate mettere la doppia squadra dx e sx,JARRI,07/07/2023 12:03:59,07/07/2023 12:04:52,,,,,,
PIE,9010482070,540,,punzone 10.175,,,,punz:primo girato e l'altro dritto entrambi da 420 poi chiudere la testata perché punz rovinato,JARRI,11/07/2023 08:32:13,20/09/2024 15:12:29,,,,,,
PIE,PP-38023,541,,R10,60X60 CAVA 35,,,punzone girato con buco passante,JARRI,12/07/2023 08:50:54,12/07/2023 08:51:46,,,,,,
PIE,05L0322158F,542,vedi prog Jarri,PS.134.30.R0.8 girato,T.10 35°,,,"ripassare alla schiaccia(indicativamente 35,30 o 48.5) e provare con dima di Jarri",JARRI,18/07/2023 07:56:11,09/02/2024 09:02:48,,,,,,
PIE,FNX2285646_01,543,,,,,,fare come ultima piega il riquadro da 404,JARRI,21/07/2023 10:48:54,21/07/2023 10:50:05,,,,,,
PIE,FNZ0200349,544,prog. Jarri,,,,,,JARRI,25/07/2023 09:21:14,25/07/2023 09:21:32,,,,,,
PIE,OV314845,545,,,,,,fare attenzione al verso di piega tra con e senza fori in pretaglio,JARRI,26/07/2023 09:38:06,26/07/2023 09:39:08,,,,,,
PIE,OV315752,546,,,,,,vedi prog. Jarri,JARRI,31/07/2023 10:08:16,31/07/2023 10:08:27,,,,,,
PIE,FNZ0203262_01,547,,,,SI,,,JARRI,03/08/2023 14:48:00,03/08/2023 14:48:08,,,,,,
PIE,OV326942,548,,PS.134.30.R0.8 girato,T10 90°,,"tagliato,largo 90","2 stazioni,la prima 200 entrambe la seconda 105 punz. e cava 115 selezionato",JARRI,05/09/2023 10:50:53,05/09/2023 10:55:47,,,,,,
PIE,PP311786,549,prog.jarri,14 90°,t10,,,"2 stazioni,200 e 100 entrambi gli utensili.lasciare buco sulla dx per aletta",JARRI,05/09/2023 11:41:16,05/09/2023 11:42:49,,,,,,
PIE,FNAN200088_09,550,,,,,,"provare sulla parte principale.invece di 100,5 far venire 101",JARRI,27/09/2023 08:16:56,27/09/2023 08:17:59,,,,,,
PIE,C0003463_SX,551,vedi prog.Jarri,,,,,,JARRI,27/09/2023 12:28:54,27/09/2023 12:29:10,,,,,,
PIE,00326004,552,,r15,60X60 CAVA 50,,,,JARRI,09/11/2023 08:15:10,09/11/2023 08:34:15,,,,,,
PIE,OV-42076,553,,,,,,"2 passaggi,prima a gradi con il @.230.1094 poi le altre con x16",JARRI,15/11/2023 10:32:22,15/11/2023 10:34:20,,,,,,
PIE,FNY8153824_01,554,,PS.134.30.R0.8 girato,@.230.1094.,,,provare con chiusura laterale(esternamente),JARRI,15/11/2023 11:03:37,15/11/2023 11:06:15,,,,,,
PIE,OV326054,555,,,,,,"pag 2 per pieghe,dopo le 2 alette selezionare x35 e uscire da un lato (dx e sx)",JARRI,15/11/2023 12:21:58,14/02/2024 08:47:05,,,,,,
PIE,OV325520,556,,p.145.85.r08,T 20,,,,JARRI,16/11/2023 15:19:34,16/11/2023 15:20:14,,,,,,
PIE,FNY8150827,557,,,,,,attenzione al verso di piega,JARRI,23/11/2023 14:02:41,23/11/2023 14:03:11,,,,,,
PIE,FNY8580617,558,,,T 20,,,usare cava da 20 88°,ALTEDO,29/11/2023 11:29:39,29/11/2023 11:30:37,,,,,,
PIE,1205L0492_02,559,,,,,,"2 passaggi,raggio 10 e x da 35 fare al centro 140 gradi poi vedi prog.jarri ed infine ripassare",ALTEDO,29/11/2023 12:59:11,29/11/2023 13:02:04,,,,,,
PIE,FNW6050561,560,,,,,,Attenzione….saldare dadi dopo la piega,JARRI,07/12/2023 14:43:45,07/12/2023 14:44:11,,,,,,
PIE,0908F0711,561,,,t8 selezionato(6 pezzi da 310),,,usare dima(jarri) per alette,JARRI,14/12/2023 11:47:07,13/05/2024 08:53:05,,,,,,
PIE,FNY8581049_01,562,,,,,,vedi prog. Jarri(schiacciare senza ripassare piega),JARRI,01/02/2024 12:19:44,01/02/2024 12:53:13,,,,,,
PIE,OV326055,563,,,,,,vedi descrizione dx,JARRI,14/02/2024 08:47:41,14/02/2024 08:48:10,,,,,,
PIE,9015767500,564,,,,,,vedi prog. Jarri,JARRI,14/03/2024 08:28:29,14/03/2024 08:28:42,,,,,,
PIE,FNW6630079,565,programma Jarri(disegno ingrandito da Jarri),,T8,,,usare t8(selezionato sia la cava che il punzone) altrimenti slabbra troppo il foro,JARRI,14/05/2024 08:39:21,14/05/2024 14:40:56,,,,,,
PIE,206507AA,566,,PS.134.30.R0.8,T12,,,fare 2 passaggi.primo selezionato 510 poi per i laterali montare entrambe le battute,JARRI,22/05/2024 08:14:03,22/05/2024 08:17:36,,,,,,
PIE,LP_MENSOLA,567,,,,,,vedi prog.jarri,JARRI,23/05/2024 14:45:58,23/05/2024 14:46:08,,,,,,
PIE,GRUS7016DX,568,,ROLLERIPS134.30,usare cava di Carlo con gomma incorporata,,,vedi prog. Jarri,JARRI,07/06/2024 07:28:22,07/06/2024 07:29:37,,,,,,
PIE,FNY8586032,569,,,,,,"riferimento FNY8581950(sono identici,cambia colore)",JARRI,04/07/2024 12:29:22,04/07/2024 12:30:18,,,,,,
PIE,6040301778_01,570,,PS.134.30.R0.8, T12,NO,NO,Togliere blocco dell'intermedio in corrispondenza della parte più alta per evitare collisione,CARLO,17/07/2024 12:29:03,17/07/2024 12:32:12,,,,,,
PIE,4112133,571,,,,,,smontare sia i morsetti della cava che del sopralzo,JARRI,17/07/2024 15:21:42,17/07/2024 15:24:16,,,,,,
PIE,4104755,572,,,,,,smontare sia i morsetti della cava che del sopralzo,JARRI,17/07/2024 15:24:32,17/07/2024 15:24:39,,,,,,
PIE,5830302323,573,5830302323,p.145.85.r08,T20 88°,NO,100,,OSCAR P,18/07/2024 15:04:33,18/07/2024 15:08:33,,,,,,
PIE,FNX0256717,574,,,,,,"3 p-primo:ali piccole,secondo:ali da 41,5 larghe 470 infine lunghi e aletta da 25",JARRI,19/07/2024 10:58:56,19/07/2024 11:11:52,,,,,,
